"","sppocean","npres","fakepres","npres.tr","npres.te","ntot","thresh.kappa","thresh","thresh.trKap","thresh.tr","auc","auc.tt","tss","tss.tt","tssmax","tssmax.tt","acc","acc.tt","accmax","accmax.tt","sens","sens.tt","spec","spec.tt","kappa","kappa.tt","kappamax","kappamax.tt","rpb","prev.obs","prev.pred.prev","prev.pred.kap","smear","pred_obsMedian","pred_obsMean","r2.biomass","r2.biomass.tt","r2.all","r2.all.tt","r2.pres.surv_year","r2.pres.surv_year.kap","r2.abun.surv_year","r2.predPATT.surv_year","r2.predPATTkap.surv_year","r2.predTT.surv_year","dev.pres","dev.biomass","dev.pres.null","dev.biomass.null"
"144","coryphaenoides acrolepis_Pac",1610,322,1083,527,38509,0.40626575,0.04175617,0.41456057,0.03496329,0.984818100913035,0.97497966928707,0.383797425081861,0.378292344041562,0.958764225952294,0.934001562093205,0.934638655898621,0.891846273695144,0.977901269833026,0.965203843157621,0.953416149068323,0.946869070208729,0.933819344697688,0.88780487804878,0.520977996844707,0.495930765262518,0.728828801000713,0.72563153411291,0.767630217884849,0.0491190864867091,0.151694651499941,0.0510033142361853,826.040193191904,3.777e-11,-0.0326,0.0891099834031165,0.0258700538549518,0.00115909621716637,0.0229554829979662,0.97,0.99,0.02,0.67,0.98,0.65,0.674015696224954,0.914715027007614,0.435186026425587,0.672339544229457
"145","coryphaenoides cinereus_Pac",344,68,261,83,38509,0.1515858,0.0089601,0.12629396,0.00837506,0.966995931070413,0.97237881833147,0.0703579774801403,0.0819749857893415,0.991092759945985,0.489350649350649,0.890752811031188,0.887042326668398,0.991092991248799,0.989223578291353,0.930232558139535,0.939759036144578,0.890396960565964,0.886468040425253,0.117390913208227,0.134909964400958,0.351850570246107,0.440531629334954,0.408298635534072,0.00849712380179783,0.0946407244357687,0.0148032063375722,160.250216124846,4.468e-10,-0.02966,0.102355656909483,0.0703265641971163,0.0217601352687037,0.0454711568976517,0.24,0.55,0.5,0.46,0.84,0.85,0.436240239387155,0.837242980911646,0.313337208577068,0.586953878570011
"146","coryphaenoides rupestris_Atl",2277,1140,1922,355,97535,0.31567404,0.02319684,0.37138668,0.02432242,0.989432734250241,0.988391680492311,0.302436294944972,0.309554792699355,0.97668457531887,0.86907500880385,0.947475265289383,0.961295945045368,0.985984518378018,0.987901778848618,0.963987703118138,0.926760563380282,0.947080560162926,0.961936090225564,0.441643666244666,0.450706060757167,0.702434746231748,0.680363727316855,0.74819753077611,0.00843561879025304,0.0273712452398518,0.00840658102210763,39010.0564052485,4.098e-15,0.02926,0.0815760831499114,0.0519661653306223,0.000217070342295608,0.0027588581870894,0.54,0.85,0.03,0.87,0.91,0.7,0.689908502598784,0.889765794724077,0.507392291305426,0.804295854260034
"147","cottunculus microps_Atl",1027,515,906,121,97535,0.14797138,0.01048773,0.14653788,0.01165861,0.96768200578818,0.965688368448561,0.0773280173708609,0.05946117280542,0.374135697980574,0.234097115285905,0.87937663402881,0.907007740810991,0.989470446506382,0.99379709847747,0.962999026290166,0.950413223140496,0.878486757574502,0.906736820385845,0.126915431486263,0.102044051020248,0.302696702388106,0.239986500243886,0.371168903705167,0.00301535491441696,0.0595717091184046,0.00711089396328361,97.4458298532674,5.833e-14,-7.689e-06,0.0602262808029494,0.191359508971221,3.83471626139687e-05,5.26206989655701e-05,0.57,0.58,0,0.75,0.86,0.01,0.426265881610956,0.885520091554779,0.305632954037849,0.755296973521581
"148","crangon dalli_Pac",567,114,483,84,38509,0.0745579,0.01478239,0.06098884,0.01568667,0.8611285190977,0.784764279776749,0.0382833039290404,0.0197263687154896,0.21142301467374,0.0273599700200723,0.694980394193565,0.772426327404907,0.985276169207198,0.989095157730754,0.878306878306878,0.547619047619048,0.692240788572031,0.77490484315527,0.0514778553353582,0.0296653099013402,0.112715498493515,0.0368585401148443,0.18744142423538,0.0169346086390311,0.30443126464367,0.0647355200945626,25.3693174285387,2.264e-06,-0.0001931,0.179685947751938,0.0139252552361681,0.0161096791898908,0.000625363214526972,0.25,0.16,0.3,0.13,0.01,0.07,0.187376922215895,0.958528817424381,0.0940778654558119,0.504426597442938
"149","crangon septemspinosa_Atl",373,74,304,7,97535,0.04228397,0.00382991,0.04157557,0.0039049,0.911732888214719,0.94339848186002,0.0133934439036697,0.00190114068441065,0.154100487693248,0.0109883213272211,0.75328856307992,0.78043971800693,0.996175731788589,0.999581789939061,0.906166219839142,1,0.752701673493753,0.780347857270934,0.0199422891406568,0.00296270679210043,0.110128112777501,0.0210755876710669,0.15843593232815,0.000626831683185562,0.224653647190852,0.0200565898791572,239.346728350186,3.277e-08,-0.0001246,0.149033591970623,0.798616942304671,4.37405350559689e-05,3.31133039802817e-07,0.1,0.13,0.01,0.16,0.48,0,0.222712301541122,0.746216366122034,0.0875312231757752,0.449147008425078
"150","cross papposus_Atl",602,360,63,539,97535,0.07703234,0.0061793,0.01005196,0.00080896,0.94664223838139,0.953071533816548,0.0323897256227648,0.173260736205681,0.493837983041637,0.609075987615175,0.828359050597221,0.881683498231404,0.993827856666838,0.972625211462552,0.941860465116279,0.896103896103896,0.827654152868476,0.881273724167018,0.052133889432578,0.260933377729926,0.174444658064626,0.399576679194394,0.24166220847653,0.0152880330196289,0.10100487827419,0.000273896332483207,485.997389243207,9.388e-15,-8.244e-07,0.0291088854001935,0.0217615357393398,0.00213064426987856,0.00803376462705154,0.11,0.27,0.13,0.56,0.19,0.76,0.316174588425461,0.798601242017479,0.0812342079443287,0.182965812696864
"151","crossaster borealis_Pac",1435,0,1113,322,38509,0.29694527,0.03732512,0.26186893,0.0362904,0.93385328410887,0.881412826789617,0.208283722958867,0.20283871454258,0.962760984730446,0.816082566082566,0.875301877483186,0.871348825133065,0.966786984860682,0.960275217447748,0.87595818815331,0.77639751552795,0.875276474078869,0.875491125863704,0.301801539443481,0.288722204679186,0.50854076104094,0.461175114947413,0.562406122622494,0.0335706763118108,0.113068301689364,0.0386171036298367,2.24202867676793,0.0001602,-0.00506,0.152161759871284,0.179480766468128,0.0745117216629655,0.0472156642547372,0.85,0.85,0.87,0.92,0.89,0.95,0.432705285577697,0.15207249965964,0.315984709914189,0.14274014531024
"152","crossaster papposus_Atl",451,270,52,399,97535,0.07100098,0.00462761,0.02666459,0.00067132,0.944895685917542,0.906005725009614,0.0226916785912884,0.116021043974063,0.495386176986251,0.979596021736901,0.812692879479161,0.903675603629466,0.995376018865023,0.980468549751371,0.951219512195122,0.616541353383459,0.812049359317704,0.909671341846347,0.0361546243816797,0.179593723821379,0.177461975138488,0.329425414039774,0.234238380415648,0.0258770127584143,0.0929880376640934,0.000913890525100813,25118.2467272367,1.295e-13,0.0006026,0.0140259893244814,4.01893359199537e-07,0.000611434764782818,0.00123929350907889,0.11,0.23,0.07,0.37,0.44,0.33,0.305665113227892,0.815849937793183,0.126669055043716,0.461339883744075
"153","crossaster papposus_Pac",2400,0,1823,577,38509,0.14958075,0.0622562,0.14542604,0.05912955,0.777081839015204,0.717311833396486,0.104848434820198,0.0949413385006621,0.245700992717141,0.103905140798519,0.645303695240074,0.649487212774244,0.937676906697136,0.925094119174348,0.791666666666667,0.674176776429809,0.635575618266914,0.647488071849565,0.123408989010367,0.112833187164936,0.199023925441591,0.135480998757404,0.254122047810076,0.0705295368833122,0.348859184708506,0.0823527021746634,1.99829997232685,0.001242,-0.00289,0.258225623827446,0.223298425813531,0.0476796410721077,0.0609111052223433,0.63,0.67,0.59,0.54,0.33,0.79,0.126953450363748,0.257967045983722,0.0865433999535378,0.233753677948302
"910","cryptacanthodes maculatus_Atl",825,328,519,306,97535,0.08844552,0.00846368,0.06288256,0.00667108,0.914155422490858,0.931304303132912,0.0344007840365449,0.0656768553106635,0.991551664035106,0.984364587071308,0.796811401035526,0.804234160344474,0.991592761572769,0.98441664957966,0.883636363636364,0.898692810457516,0.796070726915521,0.802728882408082,0.0531308521577078,0.0996187561678266,0.203508162547342,0.312838640505342,0.257446616576305,0.0113197119041523,0.184167195005981,0.0103815292562774,142167.374840161,1.135e-09,0.003132,0.0426457880825301,0.0507242023578088,5.01050688734262e-07,0.000843846521601903,0.33,0.21,0,0.28,0.18,0.05,0.265750085529393,0.782823135161216,0.14797464515092,0.49457028184098
"155","cryptonatica russa_Pac",314,31,152,162,38509,0.10453222,0.00815013,0.05332853,0.00494318,0.908617069796877,0.899064537728729,0.032254349582968,0.0507812060718827,0.991871818842838,0.979096338613347,0.801423043963749,0.63416850577697,0.991872029915085,0.979099052317279,0.847133757961783,0.95679012345679,0.801047257494436,0.62723776687442,0.0501492567277231,0.0616817670960493,0.243523639667094,0.240055288395284,0.279889156871455,0.0236790588958514,0.434483977997726,0.0141445653966683,17.0963461524551,3.728e-06,0.0008695,0.0581692247401173,0.00276321209501827,2.7738913206416e-06,0.000553640563333808,0.4,0.38,0,0.67,0.16,0,0.271417324686027,0.923029447325524,0.230438967582145,0.429237592797597
"156","ctenodiscus crispatus_Atl",517,260,73,444,97535,0.04372978,0.00531603,0.04963549,0.00093062,0.900236144338686,0.879218468586616,0.0171795532851727,0.104515125521087,0.141646626364456,0.381234930332403,0.729656020915569,0.923258317527042,0.994699338698929,0.97723893986774,0.920696324951644,0.373873873873874,0.728637984703869,0.93605413628495,0.0247024851208913,0.152298524666862,0.10608000831588,0.209484506801298,0.153031994698483,0.0183233664756424,0.0724433048796723,0.0010535947975678,21813.4829577966,8.388e-13,-0.0005086,0.192840939098012,0.00112406201823284,0.000580693142567039,1.85071337050835e-05,0.08,0.16,0.04,0.39,0.03,0,0.211590509501542,0.827695159073865,0.0926548808875524,0.422470896074556
"157","ctenodiscus crispatus_Pac",3502,0,2478,1024,38509,0.27520988,0.09115927,0.25161484,0.0804018,0.888929087805675,0.880773474345898,0.250770784648734,0.339940705577398,0.909154655239579,0.867177356530771,0.774987665221117,0.799688433078022,0.921291126749591,0.900168765416072,0.858081096516276,0.7900390625,0.766675236381295,0.801167839496931,0.314632905312469,0.404898469188324,0.461715127594652,0.511375038123728,0.530405716807456,0.124561570356477,0.235596408055502,0.0888142630597987,6.61160719247421,0.0002672,-0.2683,0.427758599516562,0.182594611570539,0.131522603845737,0.10383500546315,0.68,0.65,0.5,0.79,0.95,0.5,0.328651103134896,0.427409963646304,0.245294879342699,0.261456534771323
"158","cucumaria fallax_Pac",1135,228,957,178,38509,0.13031465,0.02946881,0.12070848,0.03104608,0.880620370494789,0.884320803314793,0.082261294369153,0.0811499774654618,0.470550808943828,0.236982031536487,0.724843543067854,0.785667921588991,0.970526370458854,0.976892119953265,0.881057268722467,0.853932584269663,0.720099534435704,0.784053156146179,0.111104061660957,0.118467405659472,0.241933624145749,0.184614101548342,0.312760360933421,0.0280989437579188,0.315465261476869,0.057987958789339,324.131215184368,0.0007666,-0.01215,0.0348143310771583,0.0146477591032841,0.000103804427210368,4.53208523995907e-05,0.58,0.49,0,0.32,0.57,0.03,0.243945939420818,0.936959259876806,0.165554979191034,0.633026095645155
"159","cucumaria frondosa_Atl",638,320,204,243,97535,0.06244498,0.00654929,0.02633614,0.00262096,0.922171526349781,0.94074014194462,0.0265076078736448,0.0840383427806724,0.326842357123325,0.318871758097287,0.793612549341262,0.857620840054968,0.993458758394423,0.985481269044632,0.887147335423197,0.909465020576132,0.792996687203938,0.856857038923245,0.0410717983670003,0.133462509200815,0.141725695348352,0.257482618194245,0.213368440843762,0.00922214032271595,0.100638276875192,0.00605340304158338,489.460035651693,5.354e-12,0.02699,0.512525071744828,0.000701884708986371,3.1085098831116e-05,0.00160617166182745,0.13,0.27,0,0.63,0.86,0.77,0.264628541478773,0.834643462893174,0.0633072107295535,0.45953475484813
"160","cyanea capillata_Pac",1011,0,486,525,38509,0.14150248,0.02631496,0.1081975,0.01575415,0.867358201075703,0.860138385808489,0.0839987284397638,0.220272060537002,0.973771683805962,0.931965723188782,0.774312498377003,0.803323380501103,0.973876236723883,0.940153187069973,0.831849653808111,0.836190476190476,0.77276121393141,0.800919476177208,0.120471210463518,0.291517075860016,0.285994316745316,0.38219503370232,0.334947181449307,0.05304768658982,0.171003668318134,0.00578754734555563,3.78636161365514,0.001385,-0.01928,0.129361291685074,0.0237859474561667,0.0124359983547459,0.00648398784730755,0.33,0.31,0.18,0.63,0.62,0.46,0.237468009095221,0.127030237064617,0.196135290512734,0.0388912985202032
"161","cyclopsetta chittendeni_Atl",4644,2568,3458,1186,97535,0.23823131,0.04767467,0.21931743,0.04424706,0.950927423193555,0.949186872886034,0.245770451404759,0.244555279048288,0.952396087518199,0.443122985354187,0.85602091556877,0.814118008919875,0.952898959347926,0.939201312349413,0.985142118863049,0.990725126475548,0.849565619920121,0.802685442934338,0.344600553687746,0.327715334090561,0.432314772315818,0.499689684390567,0.51559292435821,0.0418056363778485,0.187086700298341,0.0678233900296425,140.973615047905,8.495e-21,-0.002099,0.00638266698691864,0.0128032776323659,0.0358671017599305,0.0460685418944741,0.75,0.82,0.47,0.75,0.93,0.87,0.466411496773512,0.906640321244065,0.301778529344919,0.61156094305871
"162","cyclopsetta fimbriata_Atl",431,172,114,317,97535,0.10481481,0.00443078,0.0130424,0.00145738,0.955909735260284,0.947129939162137,0.0235689424388856,0.0550892122771884,0.359257954219195,0.412469690199037,0.83207053878095,0.723703096165676,0.995581073460809,0.983750256305106,0.930394431554524,0.993690851735016,0.83163412423793,0.719243395341566,0.0383941330263255,0.0762093716162763,0.230207226768167,0.254231721950778,0.283493207479282,0.0113024184875351,0.224740510412981,0.0260214128826,18.2545356318556,3.001e-11,0.001802,0.0808586247149319,4.5084701926714e-05,1.04010360754543e-05,0.0275695642529878,0.27,0.72,0,0.66,0.8,0.65,0.356209206952739,0.968807176871208,0.225538644236046,0.511685653711047
"163","cyclopterus lumpus_Atl",2474,988,2160,314,97535,0.15201496,0.02531521,0.15683354,0.02770156,0.904835211245076,0.872371209421203,0.0848777837769689,0.0522813619230593,0.474663946108337,0.983954477879735,0.769241810632081,0.822380561820791,0.974634746501256,0.983955300389584,0.87712206952304,0.668789808917197,0.766434184365828,0.824893195790351,0.121182321976315,0.0809122541987058,0.274668423567718,0.18546855809658,0.34401023233855,0.0115312756475105,0.140690968704227,0.0131408186509969,3423.36523101421,7.428e-08,0.06117,0.279731488104409,0.0601424943510145,0.00102280117846075,0.0263951703120664,0.41,0.62,0.06,0.37,0.18,0.54,0.288190124409475,0.874667554399941,0.14516378771871,0.576696645065463
"164","cymatogaster aggregata_Pac",322,96,232,90,38509,0.12207259,0.00837874,0.13617138,0.00745809,0.959615170978644,0.930834355111812,0.0500791504325527,0.0391693880468671,0.429852711666016,0.418025926683654,0.851515230205926,0.751233445858219,0.991638318315199,0.988314723448455,0.944099378881988,0.9,0.850734543169141,0.749474513925381,0.0815332663628276,0.0568728048389856,0.299649802992064,0.293051432491383,0.346902998748629,0.00817357963269166,0.229175312563977,0.0152592257662752,100.403156214122,6.987e-15,-0.001284,0.0412100559092569,0.00318085516727957,0.0119798107437667,0.00397987379494583,0.5,0.62,0.73,0.4,0.91,0.7,0.386949305140431,0.947373641126644,0.0370035394471985,0.138814829954478
"165","cynoscion nothus_Atl",3179,1272,1962,1217,97535,0.26483047,0.03264956,0.22457984,0.02491881,0.976252515171105,0.966354265315499,0.286165758212281,0.323907843913914,0.967416490659667,0.737804440342511,0.920592607781822,0.872001230264507,0.967980724867996,0.943356571662908,0.969801824473105,0.980279375513558,0.918934672940777,0.864796894647641,0.413764521173756,0.435782164538588,0.540057582481736,0.607930638952491,0.600801853616938,0.145892713522095,0.344164879537046,0.228735886789929,2140.49628827616,5.852e-15,-0.02743,0.00228532263586815,0.0047655573117254,0.00027856090014881,0.00576014505292341,0.85,0.87,0.15,0.8,0.84,0.42,0.568030693263768,0.87411283287481,0.417964573647011,0.587630883418502
"166","cynoscion regalis_Atl",7100,2644,5224,1876,97535,0.2915524,0.07292213,0.26139249,0.0670829,0.954390877581517,0.943439572699763,0.350695105105096,0.373802204028694,0.927291183889424,0.903973340169187,0.870815604654739,0.845037933155628,0.93599220792536,0.913984006561411,0.950140845070423,0.958422174840085,0.864587825510035,0.832974137931034,0.45985288428805,0.470278506387394,0.555734740600621,0.573180329129652,0.617586071218157,0.183481681059572,0.401881150666317,0.312851190646781,112360.401307439,7.221e-12,-0.04356,0.137739771411794,0.0220656513974164,0.00708179338380038,0.00688124254460569,0.89,0.9,0.42,0.85,0.9,0.61,0.50043527748276,0.869340125671507,0.323313429996227,0.699424981937114
"167","dasyatis americana_Atl",1302,390,615,687,97535,0.12079812,0.01334839,0.07879601,0.00789692,0.931896531592397,0.910778315057072,0.0626646476517183,0.0986884892411601,0.653337707965933,0.764977950979387,0.823642794894141,0.686676577638796,0.986661198544112,0.964935664120572,0.900921658986175,0.982532751091703,0.822597237953717,0.675876726886291,0.0975290371000368,0.124956345717958,0.222553361084049,0.278496610182702,0.294164616686048,0.0667207083533667,0.479791648417883,0.0646103573016885,171.840307286226,2.535e-12,-0.0314,0.19180726160591,0.0365381892097252,0.00993917409001599,0.00793433406791928,0.44,0.47,0.21,0.45,0.25,0.04,0.313008199592093,0.976300587173785,0.159341398504903,0.593456651052718
"168","dasyatis centroura_Atl",1068,321,792,276,97535,0.07973805,0.01101249,0.06967099,0.01022909,0.939795842936179,0.928376091176542,0.0565144872812556,0.0711470604469061,0.253338690877813,0.319234384345894,0.825078177064643,0.833863030551569,0.989050084585021,0.985851958171007,0.963483146067416,0.91304347826087,0.823545875791722,0.832726705490849,0.0888012189501955,0.111285602662777,0.189077997613449,0.206182133614201,0.269100718561342,0.0175599132014079,0.282889692984732,0.0549975717112057,61592.1227273083,1.708e-11,-0.1872,0.114875567885827,0.056820248646553,0.00895544679342202,0.0254860685470768,0.45,0.27,0.41,0.49,0.15,0.54,0.32320200827252,0.957526666350857,0.166489892221376,0.6700930121047
"169","dasyatis sabina_Atl",767,231,429,338,97535,0.16910182,0.00789299,0.10664865,0.00548311,0.95749099150516,0.950840947276498,0.056931412884784,0.063672197986255,0.492186618815688,0.440606291818289,0.883775055108423,0.748192956374635,0.992136156251602,0.982672886656072,0.900912646675359,0.99112426035503,0.88363921957672,0.743909437112004,0.0952940739658755,0.0904163945005246,0.236514972988568,0.267918256301689,0.323601953832122,0.0375121973704597,0.420791516659774,0.0207602999961048,85.1277990407957,6.917e-15,-0.006005,0.184236575703564,0.00507390906467895,0.00220328265298002,0.000238020542577126,0.25,0.44,0.13,0.22,0.46,0.1,0.371692575103898,0.979882728957703,0.21442119434276,0.695556204662563
"170","dasyatis say_Atl",3777,1134,2349,1428,97535,0.27152614,0.03876121,0.26590166,0.03046533,0.961316991180427,0.949893600340739,0.265533056002697,0.346244004116002,0.85024278426038,0.676934317797262,0.897185625672835,0.864048802993797,0.961829086994412,0.929409955400625,0.953137410643368,0.98109243697479,0.894931632500693,0.854803916145805,0.380461118005363,0.454832216042414,0.471101136960287,0.530003941205576,0.547261491414716,0.148105724262031,0.369823108264419,0.21531455408515,11676.4073795069,4.833e-13,-0.1986,0.153994104896223,0.138790231752895,0.0145563422764532,0.0166073611402677,0.78,0.81,0.25,0.77,0.81,0.16,0.491640953984591,0.968295538249965,0.296522373567037,0.662106629288926
"171","dasycottus setiger_Pac",2606,0,2089,516,38509,0.19208694,0.06750413,0.18508523,0.0680268,0.880640627388425,0.856042757901963,0.179831716259565,0.171266007528631,0.579642217481402,0.92432273262662,0.739281726349684,0.707977627318222,0.932457347633021,0.924492198999117,0.883729854182655,0.856589147286822,0.728797036459349,0.695762981841351,0.228668124937349,0.209792889265332,0.344084254109547,0.323202904854663,0.406137826855254,0.0784722299995348,0.317837147231773,0.147848788015545,2.21735378950358,0.0006948,-0.006415,0.126465512467657,0.0647084885821136,0.0488272779620966,0.069618095302214,0.71,0.62,0.48,0.66,0.76,0.81,0.278755256736756,0.125972251972075,0.168648590120551,0.111950440318125
"172","decapterus macarellus_Atl",405,120,371,34,97535,0.06916335,0.00417211,0.05105657,0.00478681,0.948387333762947,0.896208519353104,0.0291273162065581,0.00933952824193401,0.995857854696824,0.0284779780565783,0.872743117855129,0.870976009842116,0.99585789716512,0.998257125281936,0.928395061728395,0.735294117647059,0.872511067641305,0.871212899250282,0.0494745138830909,0.0160937651037593,0.123650938156573,0.0516199197982519,0.204076764985981,0.00129637010476905,0.0986076203031035,0.0321823689579849,9102.698857599,1.127e-10,-0.0009819,0.0980159244894848,0.0498496922003128,5.22524051721231e-05,1.09527627024076e-06,0.43,0.41,0,0.15,0.28,0,0.309188589821404,0.729126177052707,0.132078394014173,0.513042244588114
"173","decapterus punctatus_Atl",2921,876,2219,702,97535,0.15524611,0.02997647,0.20379596,0.0284334,0.891721185922104,0.877772649693845,0.0936124867770178,0.104369565139759,0.781158920515625,0.579785743879101,0.749054185676936,0.720473651835145,0.970984774696263,0.964219807258561,0.897637795275591,0.931623931623932,0.744466992199886,0.712591726044879,0.129427581264909,0.137856193831895,0.251327723457118,0.184914154306731,0.348446799104051,0.0337068760846092,0.374608292744678,0.00587892757901799,2054.35094253938,4.36e-11,-0.04675,0.125868683412092,0.0268052016124204,0.0286505860873541,0.00600080002854183,0.58,0.38,0.06,0.49,0.1,0,0.278403759570096,0.869700329223237,0.125708381512825,0.571801054042791
"174","dichelopandalus leptocerus_Atl",1557,936,1330,227,97535,0.16517364,0.0159742,0.16641283,0.01702997,0.944133177704648,0.916081237318807,0.0760114186866611,0.0614840107294706,0.448579767363813,0.137630928691697,0.82276106013226,0.868201158558466,0.98403649971805,0.988363151689137,0.926140012845215,0.766519823788546,0.821083998416304,0.869398340248963,0.116960955982355,0.0998993427079731,0.333461823623976,0.153930714704576,0.389231162587327,0.00749747958754306,0.10348217484129,0.0148152911902401,15252.9127770673,1.281e-13,-0.005981,0.00338416010145044,0.0133082152415085,0.0133373888069774,0.0679883399351288,0.18,0.49,0.22,0.24,0.31,0.66,0.369973966474692,0.706149625932312,0.136231180441302,0.320629286353894
"175","diplectrum bivittatum_Atl",5748,1912,5030,718,97535,0.29605745,0.05776042,0.29855824,0.06474489,0.961848415326401,0.944328644851985,0.327173839200024,0.160908946018815,0.941076957778826,0.963243963705336,0.87982775413954,0.811154398195612,0.945260675654893,0.963450891941767,0.98990953375087,0.986072423398329,0.872934075631625,0.804470463012241,0.443333159090454,0.228875289586989,0.525582310470094,0.375195929055212,0.603124415270988,0.0295040977033434,0.171798206800839,0.108524016382972,3.87143666535625,7.296e-18,-0.007855,0.0172531181204044,0.00587247431317427,0.0506413048761856,0.0496560389280932,0.89,0.91,0.27,0.89,0.93,0.59,0.53377345006373,0.973187009150408,0.36513607047126,0.519074883018598
"176","diplectrum formosum_Atl",2725,1064,1366,1359,97535,0.24976449,0.02782921,0.14876779,0.01747118,0.957560515526466,0.963343070813827,0.145865663502112,0.256133823286661,0.972091211089694,0.930574783366662,0.847244578869124,0.803260200943203,0.976418721484595,0.955864260816075,0.938715596330275,0.975717439293598,0.84461554688324,0.790346575568902,0.217854284024658,0.335424009093771,0.486511445138183,0.640930630461378,0.553519138878348,0.0596720119369522,0.300741810035314,0.0446424187027374,2063.58620139149,6.456e-14,-0.004445,0.0686991422278198,0.00843628897109044,0.0116179802868427,0.0969003952287758,0.42,0.68,0.28,0.39,0.78,0.76,0.469437413370935,0.944598827629136,0.318651689407136,0.575094185749295
"177","diplopteraster multipes_Pac",991,0,756,235,38509,0.08852685,0.02569995,0.07619183,0.02452191,0.857134690383934,0.834019760908956,0.0683786368171017,0.0751639039655368,0.849442222279941,0.469736329393428,0.711470045963281,0.721407243930936,0.974447531745826,0.969492405556277,0.873864783047427,0.812765957446808,0.707180553334399,0.718532404927691,0.0917187849260298,0.101374718585669,0.154555318203552,0.150101998733851,0.242573695626653,0.0305334617010807,0.297533219169002,0.105509959501067,1.97614191951802,0.0008008,-0.003631,0.212349560125569,0.100063131615318,0.0202689831095402,0.00728226813690865,0.58,0.73,0.38,0.73,0.92,0.58,0.197901726628948,0.212258986961252,0.132497114572947,0.212258986959776
"178","dipsacaster borealis_Pac",425,42,274,151,38509,0.08121062,0.01104475,0.07938047,0.00888339,0.889031336303033,0.869113428246423,0.0325285627584213,0.0527523510392295,0.181080970871405,0.230514419329696,0.74024254070477,0.719034017138406,0.988963618894284,0.98039470267463,0.844705882352941,0.854304635761589,0.739076777649407,0.716328963051251,0.0467649183709274,0.0724201295140213,0.198058455824658,0.197111372667071,0.243440983537535,0.0144213911968931,0.256415042609251,0.0266325556209014,10.6956031796314,6.643e-05,0.00111,0.0286050085864679,0.003276201619988,2.30370108877409e-05,4.82093928675261e-06,0.42,0.59,0.01,0.32,0.75,0.2,0.232872567087151,0.768874520244531,0.132721436688973,0.14812583783404
"179","dipsacaster eximius_Pac",426,129,286,140,38509,0.08929548,0.0110492,0.10863588,0.00934388,0.935895269031233,0.889809007443231,0.0577924066766941,0.0603488412849154,0.276006561288398,0.357193917338186,0.837310758523981,0.771098415995845,0.988937650938742,0.981822903142041,0.915492957746479,0.85,0.836436205130898,0.769637661994181,0.0918390118018447,0.088108878191925,0.227316557767465,0.189042500144031,0.29832468323502,0.014502152647761,0.19488277979482,0.0288252923196571,11177.6348940395,2.681e-11,1.242,0.00419867411188685,0.02554253177083,4.03835235885701e-07,2.25848279254065e-06,0.59,0.83,0,0.92,0.85,0.03,0.320380566641866,0.742690115522956,0.195507005826964,0.448391860725786
"423","dipturus laevis_Atl",2259,678,936,1323,97535,0.11837137,0.02314062,0.0608728,0.01197258,0.887618566787842,0.909451756751336,0.0685039882395923,0.229677584623581,0.47684886141101,0.932516281216348,0.714697288152971,0.810693049005536,0.976839083405957,0.935616157473857,0.932713590084108,0.848072562358277,0.70952810781309,0.807973604619192,0.0924432404839007,0.304673301370504,0.190242550220612,0.370046072505203,0.269121324409614,0.0482654105047521,0.215188342003352,0.0171568720504127,677.112114354504,2.092e-08,861600,0.00754801369210213,0.00458429424213354,2.03542392988693e-08,0.00114844341569058,0.23,0.24,0,0.44,0.58,0.28,0.247751921535069,0.894447148877485,0.0764142242111587,0.277165847984156
"181","doryteuthis opalescens_Pac",2588,0,1988,600,38509,0.27454131,0.0671323,0.26326567,0.06457295,0.944007392015632,0.944039607677507,0.275537003824347,0.323208717405924,0.932819154461411,0.922227992729161,0.832350879015295,0.842399065299234,0.939286919940793,0.930546540308971,0.95015455950541,0.965,0.823863478188246,0.832042798817401,0.366628660597772,0.420788181391821,0.501134226358326,0.510903449836117,0.570170650861026,0.0713898403653515,0.238502035435934,0.0949558624464634,11.4422050044704,4.599e-06,-0.2188,0.134350204000239,0.0923058828112245,0.0343616338177826,0.0664052972288237,0.84,0.75,0.64,0.7,0.58,0.82,0.454261872414741,0.13427411939627,0.354875733806109,0.0835498541544231
"182","doryteuthis pleii_Atl",5496,2962,3592,1904,97535,0.24027479,0.05569172,0.2217638,0.04579609,0.943615158361212,0.925037068738761,0.257086722092799,0.363147565354186,0.943718726929702,0.90248654191233,0.838201671194956,0.829189521710155,0.944901830112267,0.902701594299482,0.993813682678311,0.997899159663866,0.828909484023077,0.810941316820996,0.350971104339487,0.454792246323261,0.420667142683713,0.489018641849106,0.520736139972971,0.0716808650728712,0.228014168242601,0.117157347232413,9466.38422160799,1.284e-21,-0.01109,0.0056991733410175,0.00678949493977251,0.0229581035559387,0.0149147512804723,0.51,0.73,0.45,0.72,0.83,0.6,0.45773920126776,0.87356883946302,0.26943947697356,0.529800632187656
